iter	Logloss
616	0.3308516814
617	0.3307217922
618	0.3306111138
619	0.3304655167
620	0.3303435357
621	0.3302616012
622	0.3300329139
623	0.3297933574
624	0.3297144562
625	0.3296594239
626	0.3292605844
627	0.3291018792
628	0.3290606411
629	0.3289138884
630	0.3287520054
631	0.3286175302
632	0.3285122323
633	0.3283931401
634	0.3282226268
635	0.328123612
636	0.3279419766
637	0.3277395056
638	0.3276208829
639	0.3274940992
640	0.3273217803
641	0.3272310348
642	0.3270663353
643	0.3269604956
644	0.3267691105
645	0.326525293
646	0.3262785144
647	0.3260511271
648	0.3259041939
649	0.325780624
650	0.3256581736
651	0.3254906213
652	0.3253087693
653	0.3252438789
654	0.3250425633
655	0.3249620732
656	0.3248728083
657	0.3247750574
658	0.3245853333
659	0.324341913
660	0.3241850855
661	0.3241298005
662	0.3240405716
663	0.3239444818
664	0.3237966097
665	0.3235194262
666	0.3233387658
667	0.3232409788
668	0.3231251366
669	0.3229770117
670	0.3227722295
671	0.3225042542
672	0.3223272409
673	0.3221439445
674	0.3219771505
675	0.3218234285
676	0.3216589455
677	0.3215581614
678	0.3213505626
679	0.321214318
680	0.3211303252
681	0.3209812614
682	0.3208930076
683	0.320736794
684	0.3204281944
685	0.3202679725
686	0.3200193523
687	0.3199120321
688	0.3197139304
689	0.3195327284
690	0.3194783822
691	0.3193200742
692	0.3191960349
693	0.3189647838
694	0.3188859909
695	0.3187981704
696	0.3185942188
697	0.3184190111
698	0.3183422403
699	0.3181749769
700	0.3180410795
701	0.3179865167
702	0.3178964212
703	0.3176711283
704	0.3174783709
705	0.3174306691
706	0.3173336043
707	0.3171803517
708	0.3170144244
709	0.316787976
710	0.3166835086
711	0.3165435085
712	0.3163918809
713	0.3163021465
714	0.3161987624
715	0.3160126132
716	0.3159273204
717	0.3158510191
718	0.3157483572
719	0.3156080322
720	0.3155668663
721	0.31549024
722	0.3153997473
723	0.3152617694
724	0.3150934227
725	0.3149545059
726	0.3148687076
727	0.3147316325
728	0.3146759502
729	0.3144977092
730	0.3142251117
731	0.3141115084
732	0.3140228212
733	0.313894882
734	0.3138204223
735	0.3136773529
736	0.3135340668
737	0.3133246625
738	0.3131061584
739	0.3130498984
740	0.3129185287
741	0.3127890368
742	0.3126698724
743	0.3125336639
744	0.3123209375
745	0.3121779042
746	0.3120150462
747	0.3119077261
748	0.3117918116
749	0.3116873803
750	0.3115551079
751	0.3114986673
752	0.3113889639
753	0.3112856159
754	0.3112197505
755	0.3111611072
756	0.3110761755
757	0.3109978881
758	0.31090169
759	0.3108542048
760	0.3107168047
761	0.310488298
762	0.3103233456
763	0.3102445166
764	0.3101348854
765	0.309919234
766	0.3096454088
767	0.3095662547
768	0.3094300824
769	0.3093359425
770	0.3092158032
771	0.3090405594
772	0.3089144979
773	0.3088198164
774	0.3087395069
775	0.308664
776	0.308456654
777	0.3083351786
778	0.3082715881
779	0.3080787947
780	0.3078866873
781	0.3076578917
782	0.3074268573
783	0.3073378812
784	0.3072595216
785	0.3071285131
786	0.3070102153
787	0.3068965037
788	0.3068165913
789	0.3067010741
790	0.3066272283
791	0.3065253608
792	0.3063160288
793	0.3061811925
794	0.3060994385
795	0.3060376175
796	0.3059435138
797	0.3057434621
798	0.3056118758
799	0.3054551205
800	0.3053769775
801	0.3051036217
802	0.3049736603
803	0.3048566265
804	0.3046571165
805	0.3044775394
806	0.3043737942
807	0.3042931235
808	0.3042061697
809	0.3040676501
810	0.3038886508
811	0.3037854834
812	0.3035717819
813	0.3034473816
814	0.3032701517
815	0.3030056429
816	0.3029361304
817	0.3027323593
818	0.3026176726
819	0.3024845155
820	0.3022733057
821	0.3020991813
822	0.3019608784
823	0.3018473834
824	0.3017896609
825	0.3016543191
826	0.3015531016
827	0.3015029081
828	0.3013921936
829	0.3010765164
830	0.3008506819
831	0.3007341174
832	0.3006131115
833	0.3005644527
834	0.3004901916
835	0.3002988245
836	0.3002321466
837	0.3000702997
838	0.3000173799
839	0.2999963095
840	0.2999466758
841	0.2998624121
842	0.2997460283
843	0.2996298791
844	0.2994373023
845	0.2993494818
846	0.299149737
847	0.299036892
848	0.2988363709
849	0.2987260897
850	0.2986157904
851	0.298542071
852	0.2984172554
853	0.2983121741
854	0.2982255813
855	0.298142401
856	0.298063247
857	0.2979301079
858	0.2978415651
859	0.297743092
860	0.2974890192
861	0.2973278404
862	0.2972238243
863	0.2971144278
864	0.2970426223
865	0.2969483019
866	0.2969302467
867	0.2968245876
868	0.2967165272
869	0.2966209971
870	0.2965145075
871	0.296392021
872	0.2962705456
873	0.2961597588
874	0.2959908704
875	0.2958740171
876	0.2958236612
877	0.2957778912
878	0.2955489873
879	0.2954028846
880	0.2952857966
881	0.2952121133
882	0.2949798692
883	0.2947842952
884	0.2946067583
885	0.2945275682
886	0.2944698638
887	0.2943327525
888	0.2942165673
889	0.2941402479
890	0.293950578
891	0.2937913852
892	0.2937596081
893	0.2936415812
894	0.2934740289
895	0.2933623935
896	0.2933303275
897	0.2932537373
898	0.2931588392
899	0.2930277403
900	0.292802971
901	0.2927113409
902	0.2926009694
903	0.29248343
904	0.2924157591
905	0.292306489
906	0.2921696305
907	0.2921123233
908	0.2920025116
909	0.2918075153
910	0.2917295529
911	0.2915795322
912	0.2914139479
913	0.2912639092
914	0.2911839246
915	0.2910390677
916	0.2908616392
917	0.29076118
918	0.2906726012
919	0.2905988998
920	0.2904996865
921	0.2904231866
922	0.2902834212
923	0.2901867176
924	0.289996199
925	0.2898695779
926	0.2898306147
927	0.2897375582
928	0.2895930443
929	0.2893782415
930	0.2892641507
931	0.2891439752
932	0.2891149786
933	0.2890085973
934	0.2889406556
935	0.288854442
936	0.288706624
937	0.2886170341
938	0.2884558191
939	0.288279835
940	0.2881845216
941	0.2880775265
942	0.2880461646
943	0.2879668119
944	0.2878612793
945	0.2877399483
946	0.2875807194
947	0.2874792311
948	0.2873910675
949	0.2872751531
950	0.2871875492
951	0.2871462389
952	0.2869819727
953	0.286907838
954	0.2868706443
955	0.2867366385
956	0.2865877192
957	0.2865115984
958	0.286453244
959	0.2863582014
960	0.2862232207
961	0.2860750236
962	0.2859229987
963	0.2858426531
964	0.2857573422
965	0.285684995
966	0.2855728722
967	0.2854727019
968	0.2853882396
969	0.2852731558
970	0.2851423458
971	0.2850084664
972	0.2848597818
973	0.2847956678
974	0.2846633592
975	0.2844825364
976	0.2843925312
977	0.2843003052
978	0.2842545894
979	0.284226026
980	0.2841239239
981	0.2839922472
982	0.2838973491
983	0.2838720357
984	0.2838164256
985	0.283700096
986	0.2836004673
987	0.2835364797
988	0.2834842279
989	0.2834642227
990	0.2834286359
991	0.2832863248
992	0.2832312203
993	0.2831236113
994	0.2830692832
995	0.282913882
996	0.2828182797
997	0.282754924
998	0.2826864767
999	0.2826203766
