iter	Logloss
269	0.4271908191
270	0.4269771262
271	0.4267817068
272	0.4265079127
273	0.4261545101
274	0.4259848214
275	0.4256894417
276	0.4255090526
277	0.4253536585
278	0.4250896245
279	0.4249769539
280	0.4247000316
281	0.4245041083
282	0.4242200799
283	0.4238826999
284	0.4236928353
285	0.4235833799
286	0.4233359486
287	0.4230282814
288	0.4228341872
289	0.4226429775
290	0.4224018572
291	0.422311114
292	0.4220268682
293	0.4218140974
294	0.42168033
295	0.4215115824
296	0.4213501073
297	0.4211287367
298	0.4210566443
299	0.4208039122
300	0.4204866934
301	0.4203568068
302	0.4202284243
303	0.4199772084
304	0.4197454543
305	0.4195075642
306	0.4193162996
307	0.4191084321
308	0.4189798726
309	0.418771418
310	0.4186189578
311	0.4184326998
312	0.4180990495
313	0.4178926495
314	0.4176968534
315	0.4174091989
316	0.4173213714
317	0.4171886523
318	0.4171699011
319	0.4169405167
320	0.4167693425
321	0.4166289269
322	0.4163669484
323	0.4159913211
324	0.4158423509
325	0.4156912318
326	0.4153520481
327	0.4151643633
328	0.4149671966
329	0.4148275765
330	0.4146224436
331	0.4144454253
332	0.4141512425
333	0.4140319772
334	0.4138672174
335	0.4137353654
336	0.413567522
337	0.4133891811
338	0.4130470775
339	0.4129658604
340	0.4128754538
341	0.4125955742
342	0.4124795767
343	0.4122785576
344	0.4121450905
345	0.4120206224
346	0.4118666639
347	0.4117040618
348	0.4116002893
349	0.4114439749
350	0.4113323582
351	0.411204304
352	0.4109476169
353	0.4107022659
354	0.4106053141
355	0.410460076
356	0.4101548386
357	0.4099702886
358	0.4098480131
359	0.4095803942
360	0.4094317215
361	0.409257196
362	0.4089461118
363	0.4087674268
364	0.4086400955
365	0.408386636
366	0.408239023
367	0.4080144026
368	0.4078042385
369	0.4075769054
370	0.4073865181
371	0.4073224552
372	0.4072462074
373	0.4071079161
374	0.4068821705
375	0.4067390944
376	0.4066553745
377	0.4065111975
378	0.406327447
379	0.4061949525
380	0.4060979732
381	0.4058234748
382	0.4056007323
383	0.4054421568
384	0.4052741943
385	0.4051561319
386	0.4051348859
387	0.4050489184
388	0.4048452667
389	0.4046028046
390	0.404499575
391	0.4043892073
392	0.4041749738
393	0.4038774317
394	0.4036828529
395	0.40362309
396	0.4033310473
397	0.4031037986
398	0.4030096142
399	0.4027616533
400	0.4026495983
401	0.4024738734
402	0.4022400741
403	0.402063979
404	0.4019284704
405	0.4017222509
406	0.4015760913
407	0.4014883474
408	0.4012459825
409	0.4010914306
410	0.4009227491
411	0.4006799694
412	0.4005974493
413	0.4003770463
414	0.4001982364
415	0.4000217351
416	0.399818949
417	0.3996969771
418	0.399498805
419	0.3993701519
420	0.3991871218
421	0.3990644323
422	0.3988209454
423	0.3986529142
424	0.3983664873
425	0.3982521626
426	0.398123359
427	0.3980030032
428	0.3978441292
429	0.3975963364
430	0.3973559781
431	0.3972525902
432	0.397115999
433	0.3969329083
434	0.3967200752
435	0.3964655567
436	0.3963620534
437	0.39634601
438	0.3962253714
439	0.3960940683
440	0.3959315294
441	0.3957990706
442	0.3957402025
443	0.3955754997
444	0.3953538905
445	0.3952578202
446	0.3951277731
447	0.3949545405
448	0.3947847513
449	0.39457488
450	0.3944642169
451	0.3943343783
452	0.3941952991
453	0.3939350956
454	0.3937746133
455	0.3937114586
456	0.3935934642
457	0.3934502196
458	0.3932845156
459	0.393104903
460	0.3929874328
461	0.3928907967
462	0.3927409478
463	0.3924969291
464	0.3923457747
465	0.3921592357
466	0.3920475518
467	0.3919184397
468	0.3917979892
469	0.3916211705
470	0.3913961133
471	0.3911156743
472	0.3909068502
473	0.3908132255
474	0.3906909228
475	0.3905577984
476	0.3904957312
477	0.3904355369
478	0.3903381155
479	0.3901665154
480	0.3900742167
481	0.3900147557
482	0.3898609832
483	0.3897549406
484	0.3896167896
485	0.3894804548
486	0.3893899531
487	0.3892885821
488	0.3890435311
489	0.388958336
490	0.3887170884
491	0.3885519954
492	0.3883971839
493	0.3882842135
494	0.3881576373
495	0.388007858
496	0.3878716108
497	0.3878165223
498	0.3877253227
499	0.3876917133
500	0.3875162011
501	0.3873506662
502	0.3872507358
503	0.3871020175
504	0.3869817638
505	0.386858135
506	0.3867999805
507	0.3867413081
508	0.3865771438
509	0.3864368816
510	0.386294054
511	0.3861225839
512	0.3860462338
513	0.3859268398
514	0.3857494336
515	0.3856056435
516	0.3853452071
517	0.3852484394
518	0.3850680222
519	0.3849198785
520	0.384734433
521	0.3845989671
522	0.3843363307
523	0.384063679
524	0.3840124354
525	0.3838726724
526	0.3836981361
527	0.3835475529
528	0.3834139368
529	0.3832855907
530	0.3831767874
531	0.3830708475
532	0.3829032365
533	0.3827835138
534	0.3826652905
535	0.3826033116
536	0.3824847806
537	0.3823807389
538	0.3822765478
539	0.3822207638
540	0.3820983716
541	0.382009397
542	0.3817868049
543	0.3816176553
544	0.3815327145
545	0.3814044996
546	0.3812836921
547	0.3811777588
548	0.3810365382
549	0.3809497199
550	0.3808576233
551	0.3807560726
552	0.3805484778
553	0.3804153582
554	0.3802839405
555	0.3801539078
556	0.3800614622
557	0.3799724769
558	0.3798587754
559	0.3796763248
560	0.3795854301
561	0.3794326409
562	0.3791971405
563	0.3789778968
564	0.3788470764
565	0.3787107439
566	0.3786659887
567	0.3784818892
568	0.3783464858
569	0.3781682941
570	0.3780403178
571	0.3778628082
572	0.3777804937
573	0.3776923704
574	0.3774727793
575	0.3773860368
576	0.3772292828
577	0.3771258
578	0.3770538697
579	0.3768413559
580	0.3766710814
581	0.3764678157
582	0.3763794916
583	0.3762647185
584	0.3759841998
585	0.3759271958
586	0.3757647536
587	0.3756559542
588	0.3755341836
589	0.3754245682
590	0.3752994783
591	0.3751315624
592	0.3750130865
593	0.3749030488
594	0.374819836
595	0.3747049906
596	0.3746297805
597	0.3745427932
598	0.37454027
599	0.3743198592
600	0.3741840978
601	0.3739999529
602	0.3738496625
603	0.3737386494
604	0.3735964602
605	0.3735531095
606	0.3733697038
607	0.3731860975
608	0.3731364082
609	0.3729451399
610	0.3728473082
611	0.3727843451
612	0.3726823646
613	0.372568683
614	0.3723741927
615	0.3721674773
616	0.3721437357
617	0.3720215985
618	0.3719363125
619	0.3717693779
620	0.3715402949
621	0.3713549796
622	0.3712003555
623	0.3711579812
624	0.3710992182
625	0.3710376782
626	0.3709323208
627	0.3708213825
628	0.3706865222
629	0.3705922656
630	0.3705222479
631	0.3703801492
632	0.3702827041
633	0.3702201795
634	0.37010458
635	0.3700009645
636	0.3699130984
637	0.3698422533
638	0.3697373216
639	0.3696041814
640	0.3695494009
641	0.3694081877
642	0.3692819244
643	0.3692126798
644	0.3691328426
645	0.3690053507
646	0.3688375551
647	0.3687972324
648	0.3686710475
649	0.3686026532
650	0.3684328223
651	0.3683537609
652	0.3682383107
653	0.3681557412
654	0.3680328361
655	0.367962074
656	0.3679275658
657	0.3677902704
658	0.3676816945
659	0.3675952935
660	0.3675115797
661	0.3673816462
662	0.3672615202
663	0.367117704
664	0.3670857074
665	0.3669466788
666	0.3668097932
667	0.3667769309
668	0.366694586
669	0.3665778488
670	0.3664563539
671	0.366396109
672	0.3662796091
673	0.3660885132
674	0.3659574059
675	0.3658951421
676	0.3658293056
677	0.3656414513
678	0.3654717504
679	0.365390621
680	0.3652525062
681	0.365123557
682	0.3649557116
683	0.3648452538
684	0.3647073703
685	0.3645640295
686	0.364433296
687	0.3643079945
688	0.36417985
689	0.3639974531
690	0.3638608563
691	0.3637691767
692	0.3636762692
693	0.3636156716
694	0.3635878231
695	0.3633376585
696	0.3632700092
697	0.3632656349
698	0.3630738635
699	0.363014813
700	0.3628777645
701	0.3627795882
702	0.3626892467
703	0.362456206
704	0.3624088182
705	0.362273411
706	0.3621932244
707	0.36209455
708	0.3619457124
709	0.3617416522
710	0.3616115261
711	0.3614872705
712	0.3614253813
713	0.3613837097
714	0.3612558667
715	0.3611752379
716	0.360988368
717	0.3609303827
718	0.3608622338
719	0.3608105954
720	0.3607069425
721	0.3605631756
722	0.3604681564
723	0.3602675394
724	0.3602208167
725	0.3601432614
726	0.3599672158
727	0.359860175
728	0.3597981487
729	0.3596559561
730	0.3596014095
731	0.359530868
732	0.3594253511
733	0.3593519705
734	0.3592927158
735	0.3591866105
736	0.3589731502
737	0.3588722275
738	0.3588167628
739	0.3585953173
740	0.3584812741
741	0.3583190311
742	0.3582736287
743	0.3581284977
744	0.3580567337
745	0.3580417655
746	0.3579693269
747	0.3579073463
748	0.3577641128
749	0.3576828141
750	0.3576532582
751	0.3575645168
752	0.3575027801
753	0.3573988163
754	0.3573212576
755	0.3571408237
756	0.3570214591
757	0.3568792137
758	0.3567695625
759	0.3566924972
760	0.3565750892
761	0.3565424832
762	0.3564314495
763	0.3563753794
764	0.3561856556
765	0.3560703274
766	0.3559928063
767	0.3559057109
768	0.3558174582
769	0.3557484905
770	0.3555221258
771	0.3554503326
772	0.3552689805
773	0.3551977778
774	0.3551586794
775	0.3550729269
776	0.3550031162
777	0.3549427425
778	0.3548623158
779	0.3547866294
780	0.3547023988
781	0.3545670255
782	0.3544728364
783	0.3542725711
784	0.3541767608
785	0.3540702775
786	0.3540232467
787	0.3538843017
788	0.3537926198
789	0.3536750789
790	0.3536153116
791	0.3535038297
792	0.3534290822
793	0.3532302668
794	0.3531377217
795	0.3530366205
796	0.3529716699
797	0.3529060107
798	0.3528321463
799	0.352751477
800	0.3526676419
801	0.3525565011
802	0.3523781447
803	0.3521494141
804	0.3520597493
805	0.3518568252
806	0.3517360099
807	0.3516318905
808	0.351606267
809	0.3514944378
810	0.3513610144
811	0.3512761817
812	0.3512074734
813	0.3510578449
814	0.3508847534
815	0.3507376949
816	0.3506452206
817	0.3505430849
818	0.3503058118
819	0.3502283065
820	0.3499948837
821	0.3498965567
822	0.3497162943
823	0.3496099491
824	0.3493942207
825	0.3493522203
826	0.3492733733
827	0.34913756
828	0.3490579389
829	0.348872331
830	0.3487732677
831	0.3487615647
832	0.3485850642
833	0.3484801989
834	0.348412019
835	0.348306699
836	0.3481401048
837	0.3480864335
838	0.3480472788
839	0.3479828513
840	0.34791383
841	0.3477821517
842	0.3477182421
843	0.3476660165
844	0.347603258
845	0.3474998212
846	0.3474335122
847	0.3473670426
848	0.3472891589
849	0.3471460328
850	0.3469723846
851	0.3469054677
852	0.346795318
853	0.3466831299
854	0.346581527
855	0.3464747805
856	0.3463296773
857	0.3462112066
858	0.3461590131
859	0.3460436844
860	0.3459547645
861	0.3457998459
862	0.3457128567
863	0.3455422178
864	0.3453664813
865	0.3453002142
866	0.3451750094
867	0.3451224059
868	0.3450723878
869	0.3450207004
870	0.3449081169
871	0.3448598784
872	0.3448243402
873	0.3447388858
874	0.3446835035
875	0.3445621201
876	0.344530483
877	0.3445117337
878	0.3444341466
879	0.3443422745
880	0.3442717569
881	0.3442055309
882	0.3441582543
883	0.3440963209
884	0.3439732279
885	0.3438565786
886	0.343751765
887	0.3437234833
888	0.3436531911
889	0.3435199266
890	0.343456773
891	0.3434151761
892	0.3432441755
893	0.3432053694
894	0.3431060559
895	0.3430664807
896	0.3429161944
897	0.3427434354
898	0.3427140001
899	0.3426116576
900	0.3424599177
901	0.3423581603
902	0.3422553458
903	0.3421217299
904	0.342040284
905	0.3418945671
906	0.3417554574
907	0.3416850797
908	0.3415790008
909	0.3414400572
910	0.3413656588
911	0.3412907302
912	0.3412502675
913	0.3411296003
914	0.3409625959
915	0.3408508255
916	0.340812792
917	0.3407429748
918	0.3406603881
919	0.3405975998
920	0.3405422998
921	0.3404718718
922	0.3403940889
923	0.3403475601
924	0.3402832172
925	0.3401964247
926	0.3400205952
927	0.3399315969
928	0.3398066571
929	0.3396702598
930	0.3396201979
931	0.3395410925
932	0.3394644854
933	0.3393038236
934	0.3392349123
935	0.3391641637
936	0.3390455838
937	0.3389427558
938	0.3388121603
939	0.3387320294
940	0.3386597332
941	0.3385830386
942	0.3383907118
943	0.3382778404
944	0.3381982493
945	0.3380574474
946	0.3379647703
947	0.3378750619
948	0.3377681828
949	0.3376637748
950	0.3376101663
951	0.3375492549
952	0.3374742394
953	0.3373819944
954	0.3372171238
955	0.3371742775
956	0.3370872296
957	0.3370197322
958	0.3369291326
959	0.3367758145
960	0.3366709633
961	0.3366128302
962	0.3365038124
963	0.3363707051
964	0.3363320766
965	0.3363048948
966	0.3362562882
967	0.3362082227
968	0.3360848481
969	0.3360490914
970	0.3359942241
971	0.3359195612
972	0.3358069096
973	0.3357419013
974	0.3356576932
975	0.3355505903
976	0.3354523125
977	0.3353738779
978	0.3352983763
979	0.335198688
980	0.3350908828
981	0.3349940658
982	0.3349665417
983	0.3349313675
984	0.3348706732
985	0.3347834421
986	0.3346568768
987	0.3345941169
988	0.3345309807
989	0.3344863533
990	0.3344181898
991	0.3342072098
992	0.3341760743
993	0.3341196263
994	0.3340882531
995	0.333972408
996	0.3338522983
997	0.333803137
998	0.3336563865
999	0.3336440784
